oid,engine_type,engine_full_name,engine_name,thrust,mode,fuel_kg_sec,co_ei,hc_ei,nox_ei,sox_ei,pm10_ei,p1_ei,p2_ei,smoke_number,smoke_number_maximum,fuel_type,manufacturer,source,remark,status,engine_name_type,coolant,combustion_technology,technology_age,pm10_prefoa3,pm10_nonvol,pm10_sul,pm10_organic,eng_type,bpr,nvpm_ei,nvpm_number_ei
97,J,AE3007C,8AL025,1.0,TO,0.301,0.94,0.254,16.88,1,489.6000000000001,16.12354,16.12354,1.0,1.0,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007CType 1,,,,,,,,MTF,5.2,16.09433,811667624811471.9
98,J,AE3007C,8AL025,0.85,CL,0.2527,1.16,0.291,14.57,1,489.6000000000001,16.116446,16.116446,0.01,1.0,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007CType 1,,,,,,,,MTF,5.2,16.09433,811667624811471.9
99,J,AE3007C,8AL025,0.3,AP,0.0943,4.28,0.696,6.78,1,489.6000000000001,16.13348,16.13348,0.01,1.0,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007CType 1,,,,,,,,MTF,5.2,16.09433,811667624811471.9
100,J,AE3007C,8AL025,0.07,TX,0.0377,26.32,4.953,3.36,1,489.6000000000001,16.124890009999998,16.124890009999998,0.01,1.0,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007CType 1,,,,,,,,MTF,5.2,16.09433,811667624811471.9
101,J,AE3007C,6AL022,1.0,TO,0.301,0.0,0.0,19.36,1,489.6000000000001,16.09433,16.09433,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007CType 2,,,,,,,,MTF,5.2,16.09433,811667624811471.9
102,J,AE3007C,6AL022,0.85,CL,0.2527,0.0,0.01,17.01,1,489.6000000000001,16.09509,16.09509,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007CType 2,,,,,,,,MTF,5.2,16.09433,811667624811471.9
103,J,AE3007C,6AL022,0.3,AP,0.0943,2.02,0.23,6.62,1,489.6000000000001,16.1072675,16.1072675,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007CType 2,,,,,,,,MTF,5.2,16.09433,811667624811471.9
104,J,AE3007C,6AL022,0.07,TX,0.0377,35.07,5.75,3.2,1,489.6000000000001,16.1298075,16.1298075,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007CType 2,,,,,,,,MTF,5.2,16.09433,811667624811471.9
105,J,AE3007C1,6AL023,1.0,TO,0.3222,0.87,0.24,17.9,1,489.6000000000001,15.89475,15.89475,1.0,1.0,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C1Type 1,,,,,,,,MTF,5.1,15.86715,800210812691231.8
106,J,AE3007C1,6AL023,0.85,CL,0.2689,1.07,0.277,15.35,1,489.6000000000001,15.888202,15.888202,0.01,1.0,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C1Type 1,,,,,,,,MTF,5.1,15.86715,800210812691231.8
107,J,AE3007C1,6AL023,0.3,AP,0.0991,3.96,0.661,7.05,1,489.6000000000001,15.90433125,15.90433125,0.01,1.0,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C1Type 1,,,,,,,,MTF,5.1,15.86715,800210812691231.8
108,J,AE3007C1,6AL023,0.07,TX,0.0418,26.04,4.837,3.37,1,489.6000000000001,15.89699429,15.89699429,0.01,1.0,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C1Type 1,,,,,,,,MTF,5.1,15.86715,800210812691231.8
109,J,AE3007C1,6AL024,1.0,TO,0.3222,0.0,0.0,20.2,1,489.6000000000001,15.86715,15.86715,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C1Type 2,,,,,,,,MTF,5.1,15.86715,800210812691231.8
110,J,AE3007C1,6AL024,0.85,CL,0.2689,0.0,0.01,17.6,1,489.6000000000001,15.86791,15.86791,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C1Type 2,,,,,,,,MTF,5.1,15.86715,800210812691231.8
111,J,AE3007C1,6AL024,0.3,AP,0.0991,1.62,0.21,6.71,1,489.6000000000001,15.8789625,15.8789625,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C1Type 2,,,,,,,,MTF,5.1,15.86715,800210812691231.8
112,J,AE3007C1,6AL024,0.07,TX,0.0418,36.04,5.88,3.14,1,489.6000000000001,15.9034296,15.9034296,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C1Type 2,,,,,,,,MTF,5.1,15.86715,800210812691231.8
113,J,AE3007C2,13AL027,1.0,TO,0.3263,0.0,0.0,21.25,1,489.6000000000001,15.61686,15.61686,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C2Type 2,,,,,,,,MTF,4.99,15.61686,787587918829616.0
114,J,AE3007C2,13AL027,0.85,CL,0.2714,0.0,0.01,18.11,1,489.6000000000001,15.61762,15.61762,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C2Type 2,,,,,,,,MTF,4.99,15.61686,787587918829616.0
115,J,AE3007C2,13AL027,0.3,AP,0.0985,1.97,0.22,6.56,1,489.6000000000001,15.629235000000001,15.629235000000001,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C2Type 2,,,,,,,,MTF,4.99,15.61686,787587918829616.0
116,J,AE3007C2,13AL027,0.07,TX,0.0472,23.09,2.57,3.14,1,489.6000000000001,15.6327169,15.6327169,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007C2Type 2,,,,,,,,MTF,4.99,15.61686,787587918829616.0
117,J,AE3007A1,01P06AL028,1.0,TO,0.3826,0.75,0.03,16.17,1,489.6000000000001,15.11838,15.11838,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1Type 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
118,J,AE3007A1,01P06AL028,0.85,CL,0.318,0.56,0.03,14.07,1,489.6000000000001,15.11721,15.11721,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1Type 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
119,J,AE3007A1,01P06AL028,0.3,AP,0.113,6.72,0.03,7.13,1,489.6000000000001,15.116617499999998,15.116617499999998,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1Type 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
120,J,AE3007A1,01P06AL028,0.07,TX,0.0461,39.91,3.85,4.17,1,489.6000000000001,15.1386845,15.1386845,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1Type 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
121,J,AE3007A1/1,01P06AL029,1.0,TO,0.3805,0.74,0.03,16.1,1,489.6000000000001,15.11838,15.11838,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1/1Type 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
122,J,AE3007A1/1,01P06AL029,0.85,CL,0.3163,0.55,0.03,14.01,1,489.6000000000001,15.11721,15.11721,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1/1Type 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
123,J,AE3007A1/1,01P06AL029,0.3,AP,0.1125,6.8,0.03,7.12,1,489.6000000000001,15.116617499999998,15.116617499999998,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1/1Type 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
124,J,AE3007A1/1,01P06AL029,0.07,TX,0.0459,40.07,3.88,4.17,1,489.6000000000001,15.1388696,15.1388696,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1/1Type 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
125,J,AE3007A1/3,01P06AL030,1.0,TO,0.3589,0.5,0.03,15.42,1,489.6000000000001,15.20978,15.20978,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1/3Type 3 (reduced emissions),,,,,,,,MTF,4.81,15.20633,766884163175195.9
126,J,AE3007A1/3,01P06AL030,0.85,CL,0.2999,0.5,0.03,13.49,1,489.6000000000001,15.20861,15.20861,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1/3Type 3 (reduced emissions),,,,,,,,MTF,4.81,15.20633,766884163175195.9
127,J,AE3007A1/3,01P06AL030,0.3,AP,0.1077,7.62,0.03,6.93,1,489.6000000000001,15.208017499999999,15.208017499999999,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1/3Type 3 (reduced emissions),,,,,,,,MTF,4.81,15.20633,766884163175195.9
128,J,AE3007A1/3,01P06AL030,0.07,TX,0.0449,38.47,3.81,4.27,1,489.6000000000001,15.2298377,15.2298377,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1/3Type 3 (reduced emissions),,,,,,,,MTF,4.81,15.20633,766884163175195.9
129,J,AE3007A1P,01P06AL031,1.0,TO,0.3806,0.74,0.03,16.1,1,489.6000000000001,15.11838,15.11838,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1PType 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
130,J,AE3007A1P,01P06AL031,0.85,CL,0.3163,0.55,0.03,14.01,1,489.6000000000001,15.11721,15.11721,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1PType 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
131,J,AE3007A1P,01P06AL031,0.3,AP,0.1126,6.79,0.03,7.12,1,489.6000000000001,15.116617499999998,15.116617499999998,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1PType 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
132,J,AE3007A1P,01P06AL031,0.07,TX,0.046,39.97,3.86,4.17,1,489.6000000000001,15.1387462,15.1387462,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1PType 3 (reduced emissions),,,,,,,,MTF,4.77,15.11493,762274917042179.4
133,J,AE3007A1E,01P06AL032,1.0,TO,0.4122,0.77,0.03,17.17,1,489.6000000000001,15.004050000000001,15.004050000000001,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1EType 3 (reduced emissions),,,,,,,,MTF,4.72,15.0006,756508926704300.1
134,J,AE3007A1E,01P06AL032,0.85,CL,0.3425,0.64,0.03,14.91,1,489.6000000000001,15.002880000000001,15.002880000000001,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1EType 3 (reduced emissions),,,,,,,,MTF,4.72,15.0006,756508926704300.1
135,J,AE3007A1E,01P06AL032,0.3,AP,0.12,5.63,0.03,7.42,1,489.6000000000001,15.0022875,15.0022875,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1EType 3 (reduced emissions),,,,,,,,MTF,4.72,15.0006,756508926704300.1
136,J,AE3007A1E,01P06AL032,0.07,TX,0.0475,37.97,3.52,4.26,1,489.6000000000001,15.0223184,15.0223184,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A1EType 3 (reduced emissions),,,,,,,,MTF,4.72,15.0006,756508926704300.1
137,J,AE3007A2,01P10AL033,1.0,TO,0.466,0.71,0.0,18.61,1,489.6000000000001,15.16064,15.16064,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A2Type 3 (reduced emissions),,,,,,,,MTF,4.79,15.16064,764579931029438.6
138,J,AE3007A2,01P10AL033,0.85,CL,0.388,0.74,0.0,15.99,1,489.6000000000001,15.16064,15.16064,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A2Type 3 (reduced emissions),,,,,,,,MTF,4.79,15.16064,764579931029438.6
139,J,AE3007A2,01P10AL033,0.3,AP,0.138,4.08,0.0,7.9,1,489.6000000000001,15.16064,15.16064,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A2Type 3 (reduced emissions),,,,,,,,MTF,4.79,15.16064,764579931029438.6
140,J,AE3007A2,01P10AL033,0.07,TX,0.055,34.17,1.71,4.39,1,489.6000000000001,15.1711907,15.1711907,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A2Type 3 (reduced emissions),,,,,,,,MTF,4.79,15.16064,764579931029438.6
141,J,AE3007A3,01P06AL034,1.0,TO,0.3583,0.5,0.03,15.4,1,489.6000000000001,15.004050000000001,15.004050000000001,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A3Type 3 (reduced emissions),,,,,,,,MTF,4.72,15.0006,756508926704300.1
142,J,AE3007A3,01P06AL034,0.85,CL,0.2995,0.5,0.03,13.48,1,489.6000000000001,15.002880000000001,15.002880000000001,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A3Type 3 (reduced emissions),,,,,,,,MTF,4.72,15.0006,756508926704300.1
143,J,AE3007A3,01P06AL034,0.3,AP,0.1076,7.65,0.03,6.93,1,489.6000000000001,15.0022875,15.0022875,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A3Type 3 (reduced emissions),,,,,,,,MTF,4.72,15.0006,756508926704300.1
144,J,AE3007A3,01P06AL034,0.07,TX,0.0448,41.29,4.1,4.12,1,489.6000000000001,15.025897,15.025897,0.01,0.01,Jet A,Rolls-Royce Corporation,EEDB,,Out of production,AE3007A3Type 3 (reduced emissions),,,,,,,,MTF,4.72,15.0006,756508926704300.1
145,J,D-30 (Il series),1AA001,1.0,TO,1.15,2.7,0.12,19.1,1,489.6000000000001,217.67972,217.67972,33.0,35.0,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,0.85,217.66592,1.0977307823445962e+16
146,J,D-30 (Il series),1AA001,0.85,CL,0.975,3.2,0.14,16.3,1,489.6000000000001,217.67656,217.67656,35.0,35.0,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,0.85,217.66592,1.0977307823445962e+16
147,J,D-30 (Il series),1AA001,0.3,AP,0.35,14.5,1.5,7.0,1,489.6000000000001,217.750295,217.750295,27.0,35.0,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,0.85,217.66592,1.0977307823445962e+16
148,J,D-30 (Il series),1AA001,0.07,TX,0.13,60.3,43.6,3.6,1,489.6000000000001,217.934932,217.934932,8.0,35.0,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,0.85,217.66592,1.0977307823445962e+16
149,J,D-30KP-2,1AA002,1.0,TO,1.67,2.2,0.7,16.5,1,489.6000000000001,326.73395999999997,326.73395999999997,17.5,19.5,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.2,326.65346,1.6473757379541058e+16
150,J,D-30KP-2,1AA002,0.85,CL,1.42,2.8,0.8,13.5,1,489.6000000000001,326.71425999999997,326.71425999999997,19.5,19.5,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.2,326.65346,1.6473757379541058e+16
151,J,D-30KP-2,1AA002,0.3,AP,0.49,15.4,2.7,6.3,1,489.6000000000001,326.805335,326.805335,16.0,19.5,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.2,326.65346,1.6473757379541058e+16
152,J,D-30KP-2,1AA002,0.07,TX,0.21,62.4,13.3,3.3,1,489.6000000000001,326.735521,326.735521,6.5,19.5,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.2,326.65346,1.6473757379541058e+16
153,J,D-30KU,1AA003,1.0,TO,1.52,2.8,0.3,16.3,1,489.6000000000001,,,,22.9,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.35,,
154,J,D-30KU,1AA003,0.85,CL,1.3,3.7,0.4,12.6,1,489.6000000000001,,,,22.9,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.35,,
155,J,D-30KU,1AA003,0.3,AP,0.5,11.8,1.2,5.1,1,489.6000000000001,,,,22.9,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.35,,
156,J,D-30KU,1AA003,0.07,TX,0.215,54.0,10.5,2.7,1,489.6000000000001,,,,22.9,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.35,,
157,J,D-30KU-154,1AA004,1.0,TO,1.42,3.0,0.4,14.5,1,489.6000000000001,,,,,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.3,,
158,J,D-30KU-154,1AA004,0.85,CL,1.1,3.6,0.5,11.6,1,489.6000000000001,,,,,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.3,,
159,J,D-30KU-154,1AA004,0.3,AP,0.42,18.2,1.9,5.1,1,489.6000000000001,,,,,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.3,,
160,J,D-30KU-154,1AA004,0.07,TX,0.207,77.7,12.7,2.9,1,489.6000000000001,,,,,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,2.3,,
161,J,PS-90A,1AA005,1.0,TO,1.739,0.35,0.12,37.0,1,489.6000000000001,,,,13.0,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,5.0,,
162,J,PS-90A,1AA005,0.85,CL,1.431,0.4,0.12,31.5,1,489.6000000000001,,,,13.0,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,5.0,,
163,J,PS-90A,1AA005,0.3,AP,0.489,0.9,0.2,11.8,1,489.6000000000001,,,,13.0,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,5.0,,
164,J,PS-90A,1AA005,0.07,TX,0.178,6.9,0.3,5.8,1,489.6000000000001,,,,13.0,TS-1,Aviadvigatel,EEDB,,Out of production,,,,,,,,,MTF,5.0,,
165,J,PS-90A,13AA006,1.0,TO,1.532,0.41,0.1,30.52,1,489.6000000000001,17.988190000000003,17.988190000000003,6.75,7.82,TS-1,Aviadvigatel,EEDB,,,PS-90A94-03-809,,,,,,,,MTF,4.48,17.97669,906598617957891.5
166,J,PS-90A,13AA006,0.85,CL,1.279,0.45,0.13,23.33,1,489.6000000000001,17.98657,17.98657,7.82,7.82,TS-1,Aviadvigatel,EEDB,,,PS-90A94-03-809,,,,,,,,MTF,4.48,17.97669,906598617957891.5
167,J,PS-90A,13AA006,0.3,AP,0.511,1.2,0.79,8.96,1,489.6000000000001,18.021127500000002,18.021127500000002,5.06,7.82,TS-1,Aviadvigatel,EEDB,,,PS-90A94-03-809,,,,,,,,MTF,4.48,17.97669,906598617957891.5
168,J,PS-90A,13AA006,0.07,TX,0.1675,15.18,1.32,4.92,1,489.6000000000001,17.9848344,17.9848344,0.23,7.82,TS-1,Aviadvigatel,EEDB,,,PS-90A94-03-809,,,,,,,,MTF,4.48,17.97669,906598617957891.5
169,J,PS-90A1,13AA007,1.0,TO,1.654,0.38,0.1,35.69,1,489.6000000000001,24.463420000000003,24.463420000000003,14.1,16.005,TS-1,Aviadvigatel,EEDB,,,PS-90A1194-03-800,,,,,,,,MTF,4.36,24.45192,1233156978448167.5
170,J,PS-90A1,13AA007,0.85,CL,1.354,0.4,0.1,26.68,1,489.6000000000001,24.45952,24.45952,16.005,16.005,TS-1,Aviadvigatel,EEDB,,,PS-90A1194-03-800,,,,,,,,MTF,4.36,24.45192,1233156978448167.5
171,J,PS-90A1,13AA007,0.3,AP,0.533,1.07,0.16,9.88,1,489.6000000000001,24.46092,24.46092,13.17,16.005,TS-1,Aviadvigatel,EEDB,,,PS-90A1194-03-800,,,,,,,,MTF,4.36,24.45192,1233156978448167.5
172,J,PS-90A1,13AA007,0.07,TX,0.174,12.91,0.72,4.92,1,489.6000000000001,24.4563624,24.4563624,0.56,16.005,TS-1,Aviadvigatel,EEDB,,,PS-90A1194-03-800,,,,,,,,MTF,4.36,24.45192,1233156978448167.5
173,J,PS-90A2,13AA008,1.0,TO,1.38,0.44,0.11,32.7,1,489.6000000000001,44.29885,44.29885,15.45,16.24,TS-1,Aviadvigatel,EEDB,,,PS-90A293-03-800,,,,,,,,MTF,4.32,44.2862,2233437519630507.8
174,J,PS-90A2,13AA008,0.85,CL,1.117,0.65,0.14,25.52,1,489.6000000000001,44.29684,44.29684,16.24,16.24,TS-1,Aviadvigatel,EEDB,,,PS-90A293-03-800,,,,,,,,MTF,4.32,44.2862,2233437519630507.8
175,J,PS-90A2,13AA008,0.3,AP,0.491,1.91,0.21,9.31,1,489.6000000000001,44.2980125,44.2980125,12.12,16.24,TS-1,Aviadvigatel,EEDB,,,PS-90A293-03-800,,,,,,,,MTF,4.32,44.2862,2233437519630507.8
176,J,PS-90A2,13AA008,0.07,TX,0.171,16.79,2.88,4.3,1,489.6000000000001,44.3039696,44.3039696,1.17,16.24,TS-1,Aviadvigatel,EEDB,,,PS-90A293-03-800,,,,,,,,MTF,4.32,44.2862,2233437519630507.8
177,J,BR700-710A1-10,3BR001,1.0,TO,0.707,0.52,0.0,17.07,1,489.6000000000001,16.17782,16.17782,11.03,11.03,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.2,16.17782,815878322010289.2
178,J,BR700-710A1-10,3BR001,0.85,CL,0.588,0.66,0.03,13.93,1,489.6000000000001,16.1801,16.1801,8.69,11.03,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.2,16.17782,815878322010289.2
179,J,BR700-710A1-10,3BR001,0.3,AP,0.22,4.24,0.04,8.2,1,489.6000000000001,16.18007,16.18007,0.0,11.03,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.2,16.17782,815878322010289.2
180,J,BR700-710A1-10,3BR001,0.07,TX,0.089,26.09,1.98,4.0,1,489.6000000000001,16.1900366,16.1900366,0.17,11.03,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.2,16.17782,815878322010289.2
181,J,BR700-710A1-10,4BR008,1.0,TO,0.713,1.04,0.02,18.79,1,489.6000000000001,23.8027,23.8027,13.99,13.99,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.2,23.8004,1200299527859833.0
182,J,BR700-710A1-10,4BR008,0.85,CL,0.594,0.93,0.02,15.07,1,489.6000000000001,23.80192,23.80192,11.92,13.99,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.2,23.8004,1200299527859833.0
183,J,BR700-710A1-10,4BR008,0.3,AP,0.214,4.78,0.05,7.68,1,489.6000000000001,23.8032125,23.8032125,0.29,13.99,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.2,23.8004,1200299527859833.0
184,J,BR700-710A1-10,4BR008,0.07,TX,0.089,27.82,1.09,4.69,1,489.6000000000001,23.8071253,23.8071253,0.56,13.99,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.2,23.8004,1200299527859833.0
185,J,BR700-710A2-20,4BR009,1.0,TO,0.714,1.04,0.02,18.73,1,489.6000000000001,23.99809,23.99809,13.96,13.96,AVTUR,Rolls-Royce Deutschland,EEDB,,,,,,,,,,,MTF,4.19,23.99579,1210153311865863.0
186,J,BR700-710A2-20,4BR009,0.85,CL,0.595,0.93,0.02,15.03,1,489.6000000000001,23.99731,23.99731,11.87,13.96,AVTUR,Rolls-Royce Deutschland,EEDB,,,,,,,,,,,MTF,4.19,23.99579,1210153311865863.0
187,J,BR700-710A2-20,4BR009,0.3,AP,0.214,4.81,0.05,7.67,1,489.6000000000001,23.9986025,23.9986025,0.27,13.96,AVTUR,Rolls-Royce Deutschland,EEDB,,,,,,,,,,,MTF,4.19,23.99579,1210153311865863.0
188,J,BR700-710A2-20,4BR009,0.07,TX,0.089,28.0,1.12,4.67,1,489.6000000000001,24.0027004,24.0027004,0.57,13.96,AVTUR,Rolls-Royce Deutschland,EEDB,,,,,,,,,,,MTF,4.19,23.99579,1210153311865863.0
189,J,BR700-710C4-11,6BR010,1.0,TO,0.747,1.04,0.02,19.52,1,489.6000000000001,20.80274,20.80274,14.34,14.34,AVTUR,Rolls-Royce Deutschland,EEDB,,,BR700-710C4-11Annular,,,,,,,,MTF,4.05,20.80044,1049005766754913.8
190,J,BR700-710C4-11,6BR010,0.85,CL,0.617,0.92,0.02,15.43,1,489.6000000000001,20.801959999999998,20.801959999999998,12.36,14.34,AVTUR,Rolls-Royce Deutschland,EEDB,,,BR700-710C4-11Annular,,,,,,,,MTF,4.05,20.80044,1049005766754913.8
191,J,BR700-710C4-11,6BR010,0.3,AP,0.215,4.92,0.05,7.71,1,489.6000000000001,20.8032525,20.8032525,0.35,14.34,AVTUR,Rolls-Royce Deutschland,EEDB,,,BR700-710C4-11Annular,,,,,,,,MTF,4.05,20.80044,1049005766754913.8
192,J,BR700-710C4-11,6BR010,0.07,TX,0.083,31.57,2.29,4.5,1,489.6000000000001,20.8145693,20.8145693,0.45,14.34,AVTUR,Rolls-Royce Deutschland,EEDB,,,BR700-710C4-11Annular,,,,,,,,MTF,4.05,20.80044,1049005766754913.8
193,J,BR700-715A1-30,4BR002,1.0,TO,0.836,0.78,0.0,23.97,1,489.6000000000001,36.31939,36.31939,3.24,3.24,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.66,36.31939,1831656169394514.2
194,J,BR700-715A1-30,4BR002,0.85,CL,0.69,0.75,0.02,18.65,1,489.6000000000001,36.32091,36.32091,2.73,3.24,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.66,36.31939,1831656169394514.2
195,J,BR700-715A1-30,4BR002,0.3,AP,0.245,3.76,0.01,11.19,1,489.6000000000001,36.3199525,36.3199525,0.97,3.24,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.66,36.31939,1831656169394514.2
196,J,BR700-715A1-30,4BR002,0.07,TX,0.096,16.27,0.21,5.37,1,489.6000000000001,36.3206857,36.3206857,0.91,3.24,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,,,,,,,,,MTF,4.66,36.31939,1831656169394514.2
197,J,BR700-715A1-30,4BR005,1.0,TO,0.831,0.66,0.05,20.97,1,489.6000000000001,16.47251,16.47251,4.33,4.33,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,BR700-715A1-30Improved fuel injector,,,,,,,,MTF,4.68,16.46676,830450112835155.8
198,J,BR700-715A1-30,4BR005,0.85,CL,0.686,0.63,0.06,16.43,1,489.6000000000001,16.471320000000002,16.471320000000002,3.96,4.33,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,BR700-715A1-30Improved fuel injector,,,,,,,,MTF,4.68,16.46676,830450112835155.8
199,J,BR700-715A1-30,4BR005,0.3,AP,0.24,4.05,0.02,8.75,1,489.6000000000001,16.467885,16.467885,0.77,4.33,AVTUR,Rolls-Royce Deutschland,EEDB,,Out of production,BR700-715A1-30Improved fuel injector,,,,,,,,MTF,4.68,16.46676,830450112835155.8
