vehicle_category,fuel,euro_standard,country,pollutant,hot-cold-evaporation,evaporation_split,10,20,30,40,50,60,70,80,90,100,110,120,130
Buses,Diesel,Euro II,Italy,CH4,Hot,,0.11374999999999996,0.11374999999999996,0.11374999999999996,0.11374999999999996,0.08287499999999998,0.052000000000000005,0.052000000000000005,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001
Buses,Diesel,Euro II,Latvia,CH4,Hot,,0.11374999999999999,0.11374999999999999,0.11374999999999999,0.11374999999999999,0.082875,0.05200000000000002,0.05200000000000003,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001
Buses,Diesel,Euro II,Liechtenstein,CH4,Hot,,0.11374999999999973,0.11374999999999973,0.11374999999999973,0.11374999999999973,0.08287499999999985,0.05199999999999997,0.05199999999999997,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001
Buses,Diesel,Euro II,Lithuania,CH4,Hot,,0.11374999999999975,0.11374999999999975,0.11374999999999975,0.11374999999999975,0.08287499999999988,0.052,0.052,0.04549999999999999,0.04549999999999999,0.04549999999999999,0.04549999999999999,0.04549999999999999,0.04549999999999999
Buses,Diesel,Euro II,Luxembourg,CH4,Hot,,0.11375000000000006,0.11375000000000006,0.11375000000000006,0.11375000000000006,0.08287500000000003,0.05200000000000001,0.05200000000000001,0.04549999999999998,0.04549999999999998,0.04549999999999998,0.04549999999999998,0.04549999999999998,0.04549999999999998
Buses,Diesel,Euro II,Malta,CH4,Hot,,0.11375000000000007,0.11375000000000007,0.11375000000000007,0.11375000000000007,0.08287500000000007,0.052000000000000074,0.052000000000000074,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001
Buses,Diesel,Euro II,Montenegro,CH4,Hot,,0.11374999999999996,0.11374999999999996,0.11374999999999996,0.11374999999999996,0.08287499999999998,0.052000000000000005,0.052000000000000005,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001
Buses,Diesel,Euro II,Netherlands,CH4,Hot,,0.11374999999999999,0.11374999999999999,0.11374999999999999,0.11374999999999999,0.082875,0.05200000000000003,0.05200000000000003,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001,0.04550000000000001
Buses,Diesel,Euro II,North Macedonia,CH4,Hot,,0.11374999999999995,0.11374999999999995,0.11374999999999995,0.11374999999999995,0.08287499999999998,0.05200000000000002,0.05200000000000002,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455
Buses,Diesel,Euro II,Norway,CH4,Hot,,0.11375000000000002,0.11375000000000002,0.11375000000000002,0.11375000000000002,0.08287500000000003,0.05200000000000005,0.05200000000000005,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455
